studentAnswer,R_errortype
"num_spiders = int(input())  # 将用户输入的值转换为整数
web_size = 1  # 初始化 web_size 为 1
if (num_spiders == 10):  # 判断是否 num_spiders 等于 10
    web_size = web_size * 2  # 如果是，将 web_size 变为原来的两倍
else:
    web_size = web_size * 3  # 否则，将 web_size 变为原来的三倍
    num_spiders = num_spiders + 5  # 并将 num_spiders 加 5

# 输出 num_spiders 和 web_size，并用空格分开
print(num_spiders, web_size)
",No error
"param = int(input())

# 在此补全代码
def get_age_status(x):
    if ( x < 18):
        print(""未成年人"")
    elif ( x < 65)
        print(""工作中"")
    else:
        print(""退休了"")
print(get_age_status(param))",No error
"param = int(input())

def get_discount(param):
    if param<140:
        print('票价0')
    else:
        print('票价100')

print(get_discount(param))",No error
"input()
print('input')
print()
",No error
"num_spiders=int(input())
if num_spiders != 15:
    web_size = 20
else:
    web_size = num_spiders
web_size=web_size*2
print(web_size)",No error
"line_list = input().split(';')
temp_list = []
for i in line_list:
    temp_list.append(i.split(','))
def sum_of_matrix(temp_list):
    res=0
    for a in range(0,len(temp_list)):
        for b in range(0,(temp_list[a])):
            res += int(temp_list[a][b])
    return res        





print(sum_of_matrix(temp_list))",TypeError
"num_spiders=int(input(''))
web_size=1
if num_spiders==10:
    web_size=web_size*2
else:
    web_size=web_size*3
    num_spiders=num_spider+5
print(""num_spider""+"" ""+""web_size"")",NameError
"num_cats=input()
num_dogs=input()
a=num_cats
b=num_dogs
print('a'+'b')",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def get_max(temp_list):
    temp = temp_list[0]
    for i in temp_list:
        if i > temp:
            temp = i
    return temp
# 请不要更改此行以下的代码
print(get_max(temp_list))",No error
"import ast
input_list = ast.literal_eval(input())
input_int = int(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def multiply_lists(list,factor):
    new_list = []
    for i in range(0,factor):
        for j in list:
            new_list.append(j)
    return new_list
    
# 请不要更改此行以下的代码
print(multiply_lists(input_list, input_int))",No error
"num_spiders = int(input())
num_cats = int(input())
#在这里补全代码
if num_spiders > 10:
    num_cats > num_spiders:
    print(""猫会吃掉蜘蛛"")
elif num_spiders > 10:
    num_cats <= num_spiders:
    print(""猫吃不完蜘蛛"")
else:
    print('蜘蛛很少')",No error
"param = int(input())

# 在此处补全代码

def double_until_one_thousand(param):
    while param<=1000:
        print(param)
        param = param*2
double_until_one_thousand(param)",No error
"param = int(input())
def count_ones(param):
    count = 0
    for int in param:
        if int==1:
         count+=1
# 在此处编写代码

print(count_ones(param))",TypeError
"param = int(input())


def double_until_one_thousand(param):
    while(param<=1000):
        print(param)
        param=param*2
    return x
    
if param <=1000:
    print double_until_one_thousand(param)


double_until_one_thousand(param)",No error
"input_num = int(input())

def convert_num(input_num):
    if input_num >= 10:
        input_num = input_num - 10
        print(input_num)
convert_num(param)",NameError
"x = int(input())
y = int(input())
z = int(input())

# 在这里补全代码
def smallest_among_three(x, y, z):
    i = 0
    if x <= y and x <= z:
        i = x
    elif y <= z and y <= x:
        i = y
    else:
        i = z
    return(i)

print(smallest_among_three(x, y, z))",No error
"a=int(input(3))
b=int(input(4))
print（a+b)",No error
"print('你好')
print('我在吃饭')
print（）",No error
"print(""I can"")
print(""swim."")
my_age = 10
print('my age:' + my_age)",TypeError
"x = int(input())
y = int(input())
while i <= 3 :
  x = x / y
  print(x)
  i+=1
# 在此处补全代码",NameError
"num_yuan = int(input(1))
num_jiao = int(input(1))
num_fen=int(input(1))
# 在这里填写代码
num_coins=num_yuan+num_jiao+num_fen
print(num_coins)",EOFError
"param = int(input())
def double_until_one_thousand(param):
    while (param<=1000):
        print(param)
        param=param*2
# 在此处补全代码
double_until_one_thousand(param)",No error
"temp_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
def palindrome(temp_list):
    del temp_list[0]
    del temp_list[-1]
    leng=len(temp_list)
    for i in range(0,leng):
        if (temp_list[i]==temp_list[leng-i-1] or leng==0):
            return True
        else:
            return False
    
    
# 请不要更改此行以下的代码
print(palindrome(temp_list))",No error
"input_dict = input()
my_dict = eval(input_dict)
# 请不要更改此行以上的代码
a=[1,3,5,7]
for i in list(my_dict):
    if i in a:
        del my_dict[i]
# 请不要更改此行以下的代码
print(my_dict)",No error
"input_str = input()
# 请不要更改此行以上的代码

# 在这里编写代码
def get_first_duplicate(input_str):
    i=0
    while i < len(input_str):
        if input_str[i] in (input_str[:i]+input_str[(i+1):]):
            re=input_str[i]
            break
        else:
            re=""""
            i=i+1
    return re
        

# 请不要更改此行以下的代码
print(get_first_duplicate(input_str))",No error
"a=int(input())
b=int(input())
print(a,""+"",b,""="",a+b)",No error
"x = int(input())
y = int(input())
z = int(input())

# 在这里补全代码
def smallest_among_three():
    if x>=y>=z:
        return z
    if z>=x>=y or x>=z>=y:
        return y
    if x<=y<=z or x<=z<=y:
        return x
print(smallest_among_three())",No error
"film_rate = (int)(input())
if film_rate>7:
    print(""好看"")
else:
    print(""不好看"")",No error
"input_int = int(input())
# 请不要更改此行以上的代码

def fib_3(num):
    res=0
   if num == 0
      return 1
      res=1
   elif num == 1
      return 1
      res=1
   elif num == 2
      return 1
      res=1
   else:
      res=fib_3(num-3)+fib_3(num-2)+fib_3(num-1)
      return res

# 请不要更改此行以下的代码
print(fib_3(input_int))",No error
"user_age=int(input())
if(user_age==18):
    num_candles=18
else:
    num_candles=3
print(num_candles)",No error
"param = int(input())

# 在此处编写代码
def count_ones(s):
    n = 0
    for i in range(s):
        if str(i) != str(1):
            continue
        n += 1
        print(n)


print(count_ones(param))",No error
"input_list = input().split(',')


# 请不要更改此行以上的代码

# 在这里编写代码  内含1个1，因此返回列表的第1位为1；
#1、首先要有一个新的列表new_list
#2、for循环0～9这10个数字，计算input_list列表有几个字符串等于0，几个字符串等于1......
#3、如果列表有3个字符串等于0，这时候就要new_list的第0位就是3；2个字符串等于2，new_list的第2位就是2
def count_numbers(input_list):
    new_list = []
    for i in range(0,10):
        count_num = 0
        for j in range(0,len(input_list)):
            if (input_list[j] == str(i)):
                count_num +=1
        new_list.insert(i, count_num)
    return new_list

# 请不要更改此行以下的代码
print(count_numbers(input_list))",No error
"age = int(input())
weight = int(input())
heart_rate = int(input())
time = int(int(input()))

# age = int()*0.2757
weight = int()*0.03295
heart_rate = int()*1.0781
calories_burned =((((int(age) + int(weight) + int(heart_rate))- 75.4991) * int(time)) / 8.368)
print(calories_burned)",No error
"x = int(input())
y = int(input())

def increment_by_three(num1,num2):
    for num in (num1,num2):
        while num1 < num2:
            print(num1)
            num1 = num1 + 3
        else:
            print('')
increment_by_three(x, y)",No error
"print('00000
       0 0 0
       00000
       ')",No error
"print('''00000
0 0 0
00000
''')",No error
"input_list = input().split(',')
# 请不要更改此行以上的代码

# 在这里编写代码
#提取列表里的每一个参数,判断有几个0——10
def count_numbers(input_list):
    a=b=c=d=e=f=g=h=j=k=0
    for i in range(0,len(input_list)):
        if(input_list[i]=='0'):
            a+=1
        if(input_list[i]=='1'):
            b+=1
        if(input_list[i]=='2'):
            c+=1  
        if(input_list[i]=='3'):
            d+=1  
        if(input_list[i]=='4'):
            e+=1
        if(input_list[i]=='5'):
            f+=1
        if(input_list[i]=='6'):
            g+=1  
        if(input_list[i]=='7'):
            h+=1       
        if(input_list[i]=='8'):
            j+=1  
        if(input_list[i]=='9'):
            k+=1          
    new_list=(a,b,c,d,e,f,g,h,j,k)
    return new_list
    

# 请不要更改此行以下的代码
print(count_numbers(input_list))",No error
"double_until_one_thousand = int(input())
# 在此处补全代码
print (double_until_one_thousand)
double_until_one_thousand = 2 * double_until_one_thousand
if double_until_one_thousand <= 1000   
    print(double_until_one_thousand)",No error
"x = int(input())
y = int(input())

# 在此处编写代码
def increment_by_three(x, y):
	for i in range(x,y):
		if x<y:
			print(x)
			x=x+3

increment_by_three(x, y)",No error
"import ast
input_list = ast.literal_eval(input())
input_int = int(input())
# 请不要更改此行以上的代码

def multiply_lists(my_list,factor):
    multiply_lists = [my_list * factor]
    return multiply_lists

# 请不要更改此行以下的代码
print(multiply_lists(input_list, input_int))",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

# 在这里编写代码
def get_min_plus_max(input_list):
    
    largest = input_list[0]
    for i in input_list:
        if largest < i:
            largest = i

    smallest = input_list[0]
    for j in input_list:
        if smallest > j:
            smallest = j
    return largest+smallest
# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"'输出'=input('3')
print('hi')",No error
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

def get_min_plus_max(my_list):
    max=0
    min=0
    for i in my_list:
        if i > max:
            max=i
        elif i<min:
            min=i
    sum=max+min
    return sum

# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",No error
"num_animals = int(input())

if (num_animals >= 30):
    forest_size = 3
else:
    forest_size = 1

print(forest_size)",No error
"input_x = int(input())
input_y = int(input())
# 请不要更改此行以上的代码

def power_of_two(num):
    # 递归终止条件：如果num等于0，返回1
    if num == 0:
        return 1
    # 递归调用：2 * power_of_two(num - 1)
    else:
        return 2 * power_of_two(num - 1)

# 请不要更改此行以下的代码
print(x_power_of_y(input_x, input_y))",NameError
"print(""I can"")
print(swim)
my_age = 10
print('my age: my_age')",NameError
"import ast
input_list = ast.literal_eval(input())
# 请不要更改此行以上的代码

def get_min_plus_max(input_list):
    a=max(input_list)
    b=mix(input_list)
    k=a+b
    return k
# 请不要更改此行以下的代码
print(get_min_plus_max(input_list))",NameError
"cat_age=int(input())
if (cat_age>=1) and (cat_age<=10):
    print(""可以上飞机"")
else:
    print(""不能上飞机"")
    ",No error
